,Question_ID,Questions,Answers,questions_encoded,answers_encoded
22,5215843,<START>where can i learn more information about clinical trials?<END>,"<START>sometimes, consumers of mental health services may consider participating in a research study when they have not experienced improvement despite having tried a variety of medications and treatments. research studies (also known as clinical trials) may involve the use of new medications or new treatment approaches whose safety and effectiveness is being tested. while we support innovation in the field, consumers should be cautioned that there are risks associated with clinical trials – make sure you’re aware of them before you enroll.<END>","[1, 13, 4, 3, 56, 39, 34, 25, 129, 130, 2]","[29, 338, 820, 6, 17, 14, 74, 20, 614, 1703, 8, 3, 159, 481, 44, 25, 24, 49, 991, 1259, 965, 308, 1704, 3, 814, 6, 142, 2, 466, 159, 1260, 55, 704, 28, 366, 1261, 20, 604, 4, 42, 6, 154, 142, 7, 154, 53, 615, 1705, 838, 2, 1262, 12, 155, 1263, 118, 94, 33, 1706, 8, 4, 1707, 820, 176, 18, 1708, 16, 72, 15, 537, 463, 13, 366, 1261, 716, 89, 365, 213, 688, 6, 91, 435, 5, 1264, 38]"
23,8927672,<START>where can i learn more information about creating a psychiatric advance directive?<END>,"<START>similar to a medical advance directive or a health care power of attorney, a psychiatric advance directive is a legal document completed in a time of wellness that provides instructions regarding treatment or services one wishes to have or not have during a mental health crisis, and may help influence his or her care.<END>","[1, 13, 4, 3, 56, 39, 34, 25, 131, 6, 86, 132, 133, 2]","[29, 546, 1, 3, 265, 1265, 992, 7, 3, 14, 65, 993, 6, 1709, 3, 607, 1265, 992, 12, 3, 547, 1710, 1711, 8, 3, 46, 6, 239, 16, 839, 616, 982, 53, 7, 74, 52, 1266, 1, 24, 7, 49, 24, 367, 3, 17, 14, 613, 2, 20, 21, 482, 990, 7, 1257, 65, 38]"
24,7728364,<START>what is mental health?<END>,"<START>we all have mental health which is made up of our beliefs, thoughts, feelings and behaviours.<END>","[1, 5, 14, 8, 15, 2]","[29, 94, 98, 24, 17, 14, 246, 12, 548, 109, 6, 122, 483, 92, 108, 2, 294, 38]"
25,4194958,<START>what do i do if the support doesn’t help?<END>,"<START>it can be difficult to find the things that will help you, as different things help different people. it's important to be open to a range of approaches and to be committed to finding the right help and to continue to be hopeful, even when some things don't work out.<END>","[1, 5, 9, 3, 9, 18, 12, 57, 134, 16, 2]","[29, 30, 11, 18, 157, 1, 40, 4, 137, 16, 64, 21, 5, 28, 54, 137, 21, 54, 19, 149, 62, 1, 18, 549, 1, 3, 966, 6, 615, 2, 1, 18, 1712, 1, 212, 4, 169, 21, 2, 1, 708, 1, 18, 1267, 145, 44, 36, 137, 271, 86, 88, 38]"
26,1667863,<START>can you prevent mental health problems?<END>,"<START>we can all suffer from mental health challenges, but developing our wellbeing, resilience, and seeking help early can help prevent challenges becoming serious.<END>","[1, 4, 135, 136, 8, 15, 58, 2]","[29, 94, 11, 98, 1713, 41, 17, 14, 314, 59, 425, 122, 1714, 1715, 2, 994, 21, 532, 11, 21, 995, 314, 1716, 206, 38]"
27,8904276,<START>are there cures for mental health problems?<END>,"<START>it is often more realistic and helpful to find out what helps with the issues you face. talking, counselling, medication, friendships, exercise, good sleep and nutrition, and meaningful occupation can all help.<END>","[1, 30, 87, 137, 19, 8, 15, 58, 2]","[29, 30, 12, 125, 34, 617, 2, 193, 1, 40, 88, 43, 315, 13, 4, 484, 5, 1717, 185, 223, 124, 1268, 550, 81, 368, 2, 1718, 2, 1269, 1719, 11, 98, 21, 38]"
28,4283807,<START>what causes mental health problems?<END>,"<START>challenges or problems with your mental health can arise from psychological, biological, and social, issues, as well as life events.<END>","[1, 5, 71, 8, 15, 58, 2]","[29, 314, 7, 66, 13, 10, 17, 14, 11, 1720, 41, 400, 1232, 2, 79, 484, 28, 99, 28, 105, 551, 38]"
29,8690253,<START>what do i do if i’m worried about my mental health?<END>,"<START>the most important thing is to talk to someone you trust. this might be a friend, colleague, family member, or gp. in addition to talking to someone, it may be useful to find out more information about what you are experiencing. these things may help to get some perspective on what you are experiencing, and be the start of getting help.<END>","[1, 5, 9, 3, 9, 18, 27, 59, 25, 24, 8, 15, 2]","[29, 4, 146, 62, 840, 12, 1, 60, 1, 80, 5, 538, 39, 100, 18, 3, 469, 1721, 57, 289, 7, 1722, 8, 612, 1, 185, 1, 80, 30, 20, 18, 437, 1, 40, 88, 34, 51, 26, 43, 5, 15, 247, 96, 137, 20, 21, 1, 129, 36, 996, 23, 43, 5, 15, 247, 2, 18, 4, 29, 6, 339, 21, 38]"
30,2973656,<START>how do i know if i’m unwell?<END>,"<START>if your beliefs , thoughts , feelings or behaviours have a significant impact on your ability to function in what might be considered a normal or ordinary way, it would be important to seek help.<END>","[1, 7, 9, 3, 32, 18, 27, 138, 2]","[29, 22, 10, 483, 92, 108, 7, 294, 24, 3, 1270, 369, 23, 10, 552, 1, 1723, 8, 43, 100, 18, 997, 3, 266, 7, 1175, 102, 30, 232, 18, 62, 1, 210, 21, 38]"
31,4759773,<START>what should i do if i’m worried about a friend or relative?<END>,<START>this may depend on your relationship with them. gently encouraging someone to seek appropriate support would be helpful to start with.<END>,"[1, 5, 36, 3, 9, 18, 27, 59, 25, 6, 139, 20, 140, 2]","[29, 39, 20, 1233, 23, 10, 370, 13, 91, 1724, 1271, 80, 1, 210, 985, 33, 232, 18, 193, 1, 29, 13, 38]"
32,1511075,<START>how do i deal with someone telling me what to do?<END>,"<START>some people may advise you on good evidence of what works with the best of intentions, but it's important to find out what works best for you.<END>","[1, 7, 9, 3, 141, 35, 33, 142, 143, 5, 17, 9, 2]","[29, 36, 19, 20, 975, 5, 23, 81, 214, 6, 43, 471, 13, 4, 178, 6, 1272, 59, 149, 62, 1, 40, 88, 43, 471, 178, 9, 5, 38]"
33,7069853,<START>why do i need to keep informed?<END>,"<START>it may be tempting to try to block out the world altogether to avoid bad news, but it's important to keep yourself informed. we all have to step up during a pandemic because we all have a part to play in reducing the spread of the virus. it's important that you know what must be done and how you should do it. this is important for the health of your neighbours and your own mental health, and taking action can help counter difficult feelings like hopelessness and despair. 
 one study from people in china found that people who had reliable up-to-date information about the coronavirus and covid-19 illness and accurate instructions on how they should act (such as instructions around hand-washing and wearing a mask) felt more resilient and felt better able to handle the virus. people who received good, accurate information reported lower levels of stress, anxiety, and depression. this research is available for free at www.mdpi.com/1660-4601/17/5/1729. 
 of course, it's okay to set limits. staying informed does not mean that you have to follow the news all day. check in a few times a day, sticking to trusted sources and media outlets. while social media can be a great way to keep in touch with family and friends, social media can also amplify bad advice, vague or untrue stories, and other unhelpful information. be sure to use good critical thinking skills.<END>","[1, 60, 9, 3, 47, 17, 144, 145, 2]","[29, 30, 20, 18, 1273, 1, 150, 1, 1725, 88, 4, 401, 1274, 1, 402, 438, 717, 59, 149, 62, 1, 160, 127, 718, 94, 98, 24, 1, 601, 109, 367, 3, 618, 331, 94, 98, 24, 3, 186, 1, 1275, 8, 1276, 4, 998, 6, 4, 841, 149, 62, 16, 5, 111, 43, 439, 18, 827, 2, 63, 5, 176, 61, 30, 39, 12, 62, 9, 4, 14, 6, 10, 842, 2, 10, 87, 17, 14, 2, 311, 553, 11, 21, 1277, 157, 108, 35, 1726, 2, 1727, 52, 481, 41, 19, 8, 1728, 719, 16, 19, 45, 999, 843, 109, 1, 1278, 51, 26, 4, 1279, 2, 440, 255, 56, 2, 1280, 616, 23, 63, 25, 176, 340, 141, 28, 616, 164, 441, 1729, 2, 1730, 3, 800, 1281, 34, 1731, 2, 1281, 276, 275, 1, 1000, 4, 841, 19, 45, 1282, 81, 1280, 51, 1283, 277, 979, 6, 278, 71, 2, 69, 39, 159, 12, 177, 9, 215, 27, 82, 1732, 554, 1733, 1734, 1001, 795, 1735, 6, 720, 149, 619, 1, 721, 1284, 1736, 718, 329, 49, 371, 16, 5, 24, 1, 316, 4, 717, 98, 372, 256, 8, 3, 403, 373, 3, 372, 1285, 1, 817, 404, 2, 295, 1737, 118, 79, 295, 11, 18, 3, 279, 102, 1, 160, 8, 844, 13, 57, 2, 158, 79, 295, 11, 55, 1286, 438, 334, 1738, 7, 1739, 845, 2, 37, 555, 51, 18, 365, 1, 42, 81, 600, 119, 123, 38]"
34,4181750,<START>how can i tell if health information is good or bad?<END>,"<START>anyone can post anything online. it's up to the readers to think critically about information to decide if it seems helpful, truthful, or safe. here are key points to keep in mind as you determine which information is worth considering and which information doesn't pass the test. 
 it's so easy to spread information online, and we can't assume that the source we're reading or watching is the original source. before you can evaluate anything, you need to know where the claims come from and determine if it's a reliable source. 
 reliable sources on the coronavirus and covid-19 illness include the world health organization (who), government of canada ministries and agencies like health canada and the public health agency of canada, the government of bc ministries and agencies like the bc ministry of health, and the bc centre for disease control (bccdc). scientists and researchers at universities and other institutions and health sciences professionals are also important sources of information. 
 headlines and titles need to be simple and short, so they can sometimes be misleading on their own. they may also be purposefully shocking or controversial to entice you to click to read more. 
 websites that belong to governments, government-funded agencies, well-known health providers, universities, or groups of medical professionals are generally the most reliable. be careful of sites that don't list the author or don't tell you much about themselves. double-check the author and the credentials of any 'experts' quoted or cited to see if they are actually experts in the topic being discussed. 
 can you find other evidence from other sources to support the claims? does the author list their sources? are the sources legitimate, like research journals? 
 unhelpful sources want you to feel a certain way: scared, angry, distrustful, vulnerable. phrases like ""skyrocketing rates of infection"" are sensational and they're meant to make people feel afraid. on the other hand, factual statements like ""we have 50 new cases in bc"" give you important information without playing into your emotions. helpful news or information sources want you feel informed and empowered. 
 who is paying for the site? what products or services are being advertised? what links or other sites do they promote? are you learning something from a story or experience, or are you simply being directed to buy a product or service? 
 social media can be a great way to keep in touch with family and friends, especially as we practice physical distancing or self-isolation. social media can also be an important way to learn from health experts and connect to support services and mutual aid groups in your community. 
 like any other source of information, it's important to use good critical thinking skills when you use social media. studies find that searching for health information on social media generally has very mixed results. you'll see both very poor-quality sources next to good-quality sources, and it's up to you to decide which is which. in addition, social media posts tend to be short and rarely capture everything you need to consider. they are generally useful as a way to start learning or exploring different points of view rather than a place to gather all the information. 
 visit www.mediasmarts.ca to learn more about digital and media literacy 
 visit www.healthnewsreview.org to learn more about thinking critically around health claims (this resource is no longer updated daily, but all toolkits and lessons are still available) 
 this page is adapted from the evaluating mental health and substance use information info sheet.<END>","[1, 7, 4, 3, 88, 18, 15, 34, 14, 146, 20, 147, 2]","[29, 355, 11, 1287, 442, 170, 149, 109, 1, 4, 1002, 1, 134, 1003, 26, 51, 1, 846, 22, 30, 722, 193, 1740, 7, 224, 280, 15, 847, 1004, 1, 160, 8, 485, 28, 5, 1005, 246, 51, 12, 1288, 1741, 2, 246, 51, 620, 1006, 4, 621, 149, 93, 486, 1, 998, 51, 170, 2, 94, 622, 702, 16, 4, 711, 623, 1007, 7, 1289, 12, 4, 1742, 711, 435, 5, 11, 1290, 442, 5, 77, 1, 111, 290, 4, 1008, 341, 41, 2, 1005, 22, 149, 3, 843, 711, 843, 404, 23, 4, 1279, 2, 440, 255, 56, 183, 4, 401, 14, 487, 45, 556, 6, 296, 1291, 2, 848, 35, 14, 296, 2, 4, 405, 14, 1743, 6, 296, 4, 556, 6, 32, 1291, 2, 848, 35, 4, 32, 849, 6, 14, 2, 4, 32, 187, 9, 1009, 221, 1744, 850, 2, 1292, 27, 1010, 2, 37, 1745, 2, 14, 1746, 234, 15, 55, 62, 404, 6, 51, 1747, 2, 1748, 77, 1, 18, 624, 2, 557, 93, 25, 11, 338, 18, 1749, 23, 31, 87, 25, 20, 55, 18, 1750, 1751, 7, 1752, 1, 1753, 5, 1, 1754, 1, 488, 34, 1011, 16, 1755, 1, 1293, 556, 1294, 848, 99, 704, 14, 397, 1010, 7, 112, 6, 265, 234, 15, 430, 4, 146, 843, 18, 1216, 6, 1012, 16, 271, 305, 4, 1013, 7, 271, 431, 5, 143, 26, 489, 1756, 256, 4, 1013, 2, 4, 1757, 6, 90, 1758, 1759, 7, 1760, 1, 67, 22, 25, 15, 851, 1295, 8, 4, 1761, 155, 1256, 11, 5, 40, 37, 214, 41, 37, 404, 1, 33, 4, 1008, 329, 4, 1013, 305, 31, 404, 15, 4, 404, 1762, 35, 159, 1763, 555, 404, 182, 5, 1, 50, 3, 464, 102, 625, 723, 1764, 799, 1765, 35, 1766, 1767, 6, 1768, 15, 1769, 2, 1770, 1014, 1, 89, 19, 50, 1015, 23, 4, 37, 441, 1771, 1296, 35, 94, 24, 1297, 154, 269, 8, 32, 317, 5, 62, 51, 200, 1298, 225, 10, 220, 193, 717, 7, 51, 404, 182, 5, 50, 718, 2, 1772, 45, 12, 1773, 9, 4, 1299, 43, 852, 7, 74, 15, 155, 1774, 43, 1300, 7, 37, 1012, 61, 25, 1775, 15, 5, 558, 240, 41, 3, 1301, 7, 73, 7, 15, 5, 853, 155, 1240, 1, 1302, 3, 1776, 7, 241, 79, 295, 11, 18, 3, 279, 102, 1, 160, 8, 844, 13, 57, 2, 158, 330, 28, 94, 374, 153, 724, 7, 95, 626, 79, 295, 11, 55, 18, 48, 62, 102, 1, 101, 41, 14, 1295, 2, 490, 1, 33, 74, 2, 1016, 710, 112, 8, 10, 139, 35, 90, 37, 711, 6, 51, 149, 62, 1, 42, 81, 600, 119, 123, 44, 5, 42, 79, 295, 1260, 40, 16, 1222, 9, 14, 51, 23, 79, 295, 430, 106, 115, 1777, 1303, 559, 67, 491, 115, 394, 523, 404, 725, 1, 81, 523, 404, 2, 149, 109, 1, 5, 1, 846, 246, 12, 246, 8, 612, 79, 295, 1304, 686, 1, 18, 557, 2, 1778, 1779, 375, 5, 77, 1, 614, 25, 15, 430, 437, 28, 3, 102, 1, 29, 558, 7, 1017, 54, 1004, 6, 1018, 1019, 202, 3, 432, 1, 1305, 98, 4, 51, 114, 82, 1780, 83, 1, 101, 34, 26, 1781, 2, 295, 1020, 114, 82, 1782, 726, 1, 101, 34, 26, 119, 1003, 164, 14, 1008, 39, 318, 12, 148, 627, 1783, 245, 59, 98, 727, 2, 1784, 15, 307, 177, 39, 1306, 12, 1021, 41, 4, 1785, 17, 14, 2, 103, 42, 51, 342, 406, 38]"
35,2554141,<START>why do i need a plan?<END>,"<START>there are a lot of things you can't control. you can't control what happens next, how governments respond, or how your neighbours react to the pandemic. what you can do is make a plan and decide how you'll manage the things you do control, like your ability to stay safe, follow public health measures, stay connected with loved ones, and take care of your mental and physical health. 
 events like a pandemic change a lot over time, and that uncertainty can add to fear and stress. the truth is that we don't know what will happen next—but that doesn't mean we're all helpless. you can do a lot. you can: 
 map out a daily schedule, including times you can connect with loved ones online or by phone 
 plan out daily tasks and goals 
 give yourself a schedule to look up current information 
 make sure you have 14 days of healthy food and household supplies at home 
 keep medications on hand and talk to your doctor for advice if you're at increased risk 
 educate yourself on public health measures and figure out how you'll follow those instructions 
 figure out how you'll manage increased childcare demands, working for home, or other changes to your usual routine 
 determine if you'll need financial supports like the canada emergency response benefit or bc temporary rent supplement if your job is affected by covid-19. if you anticipate a need, you can find application instructions and gather any documents or other pieces of information ahead of time 
 figure out how you'll manage times when you feel overwhelmed or hopeless, like calming activities, the number for a local support or crisis line, a video chat with a loved one, or a way to connect with your mental health care provider 
 look for local support organizations, neighbourhood groups, or mutual aid groups if you need extra help or support or would like to help others in your community 
 some planning will be straightforward, but you may also encounter situations or times when it's harder to see a solution or good plan of action. this is a great time to practice problem-solving skills. problem-solving is a method that helps you break down a complicated situation into manageable pieces, look for realistic and unbiased information, brainstorm possible solutions, and test the solutions that you think might work well. problem-solving is a helpful skill no matter what else is going on in the world, and it's an empowering, methodical approach when you might otherwise feel overwhelmed or lost. 
 check out the following resources for more information about problem-solving: 
 wellness module 4: problem-solving: www.heretohelp.bc.ca/wellness-module/wellness-module-4-problem-solving 
 problem-solving worksheet from anxiety canada: www.anxietycanada.com/sites/default/files/problemsolving.pdf 
 effective problem-solving in the antidepressant skills workbook: psychhealthandsafety.org/asw<END>","[1, 60, 9, 3, 47, 6, 148, 2]","[29, 72, 15, 3, 104, 6, 137, 5, 622, 221, 5, 622, 221, 43, 854, 725, 63, 1293, 806, 7, 63, 10, 842, 1786, 1, 4, 618, 43, 5, 11, 61, 12, 89, 3, 201, 2, 846, 63, 559, 188, 4, 137, 5, 61, 221, 35, 10, 552, 1, 560, 224, 316, 405, 14, 728, 560, 1022, 13, 76, 443, 2, 116, 65, 6, 10, 17, 2, 153, 14, 551, 35, 3, 618, 444, 3, 104, 343, 46, 2, 16, 1307, 11, 1308, 1, 693, 2, 278, 4, 1787, 12, 16, 94, 271, 111, 43, 64, 628, 1788, 16, 620, 371, 623, 98, 1309, 5, 11, 61, 3, 104, 5, 11, 1789, 88, 3, 245, 629, 238, 373, 5, 11, 490, 13, 76, 443, 170, 7, 70, 257, 201, 88, 245, 630, 2, 631, 317, 127, 3, 629, 1, 171, 109, 729, 51, 89, 365, 5, 24, 1790, 730, 6, 258, 606, 2, 1310, 855, 27, 216, 160, 142, 23, 441, 2, 60, 1, 10, 75, 9, 334, 22, 376, 27, 856, 259, 1311, 127, 23, 405, 14, 728, 2, 731, 88, 63, 559, 316, 359, 616, 731, 88, 63, 559, 188, 856, 1312, 1791, 272, 9, 216, 7, 37, 191, 1, 10, 857, 732, 1005, 22, 559, 77, 611, 561, 35, 4, 296, 858, 632, 544, 7, 32, 1792, 1313, 1793, 22, 10, 859, 12, 968, 70, 440, 255, 22, 5, 1794, 3, 77, 5, 11, 40, 633, 616, 2, 1305, 90, 1023, 7, 37, 1314, 6, 51, 1024, 6, 46, 731, 88, 63, 559, 188, 373, 44, 5, 50, 492, 7, 1025, 35, 1795, 303, 4, 562, 9, 3, 131, 33, 7, 613, 377, 3, 445, 407, 13, 3, 76, 52, 7, 3, 102, 1, 490, 13, 10, 17, 14, 65, 474, 171, 9, 131, 33, 292, 1796, 112, 7, 1016, 710, 112, 22, 5, 77, 433, 21, 7, 33, 7, 232, 35, 1, 21, 121, 8, 10, 139, 36, 1026, 64, 18, 1797, 59, 5, 20, 55, 1798, 260, 7, 373, 44, 149, 1027, 1, 67, 3, 860, 7, 81, 201, 6, 553, 39, 12, 3, 279, 46, 1, 374, 85, 446, 123, 85, 446, 12, 3, 1315, 16, 315, 5, 861, 862, 3, 733, 128, 225, 863, 1314, 171, 9, 617, 2, 1799, 51, 1800, 248, 1028, 2, 621, 4, 1028, 16, 5, 134, 100, 86, 99, 85, 446, 12, 3, 193, 1801, 148, 634, 43, 344, 12, 217, 23, 8, 4, 401, 2, 149, 48, 1802, 1803, 378, 44, 5, 100, 1804, 50, 492, 7, 864, 256, 88, 4, 358, 117, 9, 34, 51, 26, 85, 446, 239, 297, 826, 85, 446, 82, 281, 32, 83, 239, 297, 239, 297, 826, 85, 446, 85, 446, 1316, 41, 71, 296, 82, 1317, 554, 1012, 1805, 1806, 1807, 1318, 522, 85, 446, 8, 4, 447, 123, 379, 1808, 726, 1809, 38]"
